user_id,age,occupation,city_type,commute_mode,commute_days_per_week,avg_commute_distance_km_per_day,weekly_commute_distance_km,monthly_flight_distance_km,monthly_ride_share_km,vehicle_ownership,estimated_monthly_transport_emissions_kg_co2e
U0285,43,Homemaker,Metro,Bus,6,16.5,98.8,15.5,4.4,Shared,41.45
U0286,51,Shop Owner,Urban,Motorcycle,4,20.1,80.2,392.2,8.9,Two-wheeler,101.41
U0287,40,Freelancer,Urban,Bus,3,13.2,39.7,121.8,0.0,Shared,35.16
U0288,39,Remote Worker,Rural,Carpool,3,21.7,65.2,191.4,24.3,Shared,80.3
U0289,22,Student,Rural,Metro/Subway,3,12.7,38.2,56.3,9.6,Shared,22.97
U0290,28,Student,Urban,Walking,3,0.5,1.5,5.7,0.4,None,1.54
U0291,39,Shop Owner,Rural,Motorcycle,6,14.1,84.6,19.2,0.3,Two-wheeler,40.91
U0292,30,Shop Owner,Metro,Metro/Subway,4,12.0,48.0,236.8,0.1,Shared,47.13
U0293,26,Remote Worker,Semi-Urban,Walking,5,20.2,100.8,148.2,2.2,None,38.21
U0294,19,Student,Urban,Metro/Subway,4,19.8,79.4,288.1,1.2,Shared,87.78
U0295,49,Retired,Rural,Motorcycle,3,9.6,28.7,98.3,10.6,Two-wheeler,39.9
U0296,49,Freelancer,Urban,Car - solo,4,20.1,80.3,136.1,10.1,Car,90.86
U0297,18,Office Worker,Urban,Car - solo,3,20.4,61.2,16.2,3.7,Car,54.25
U0298,45,Business Traveler,Metro,Motorcycle,5,20.7,103.4,256.2,3.2,Two-wheeler,112.05
U0299,20,Student,Semi-Urban,Cycling,4,2.2,8.6,35.6,12.7,None,8.25
U0300,32,Shop Owner,Metro,Electric Train,4,8.4,33.7,226.8,1.0,Shared,41.55
U0301,41,Homemaker,Urban,Carpool,4,20.7,83.0,55.6,2.8,Shared,43.74
U0302,46,Office Worker,Urban,Carpool,5,19.3,96.5,171.7,0.5,Shared,67.78
U0303,68,Freelancer,Semi-Urban,Car - solo,4,15.5,61.8,52.4,4.9,Car,60.89
U0304,34,Office Worker,Semi-Urban,Carpool,4,20.2,80.6,41.8,12.5,Shared,46.23
U0305,39,Office Worker,Metro,Metro/Subway,5,17.8,88.9,42.6,0.0,Shared,26.64
U0306,50,Homemaker,Metro,Bus,3,16.9,50.6,145.6,1.0,Shared,43.43
U0307,47,Shop Owner,Semi-Urban,Motorcycle,4,16.6,66.5,7.3,10.4,Two-wheeler,32.85
U0308,26,Office Worker,Rural,Car - solo,3,19.8,59.4,98.0,4.2,Car,66.14
U0309,36,Remote Worker,Semi-Urban,Carpool,6,19.0,114.0,180.9,0.1,Shared,76.4
U0310,38,Remote Worker,Urban,Bus,4,13.6,54.3,23.0,0.5,Shared,24.75
U0311,52,Business Traveler,Metro,Motorcycle,2,19.6,39.2,72.5,0.2,Two-wheeler,36.03
U0312,30,Office Worker,Semi-Urban,Motorcycle,7,22.9,160.0,81.6,0.0,Two-wheeler,92.18
U0313,40,Student,Urban,Metro/Subway,5,13.6,68.1,112.3,0.2,Shared,30.42
U0314,28,Office Worker,Rural,Walking,4,6.7,26.8,62.9,5.5,None,11.32
U0315,29,Remote Worker,Metro,Bus,6,7.2,43.0,93.9,1.5,Shared,32.17
U0316,45,Office Worker,Metro,Electric Train,6,9.6,57.7,53.5,9.9,Shared,18.1
U0317,18,Office Worker,Rural,Car - solo,5,20.7,103.5,56.8,7.9,Car,96.8
U0318,31,Remote Worker,Rural,Bus,4,11.0,44.1,29.3,20.7,Shared,25.73
U0319,28,Office Worker,Urban,Car - solo,5,20.6,102.8,8.9,1.7,Car,87.26
U0320,46,Freelancer,Semi-Urban,Motorcycle,4,13.9,55.7,67.3,0.0,Two-wheeler,35.82
U0321,38,Homemaker,Urban,Bus,7,10.1,70.8,131.2,1.8,Shared,49.01
U0322,49,Shop Owner,Urban,Motorcycle,4,19.6,78.6,121.9,2.0,Two-wheeler,66.51
U0323,44,Office Worker,Semi-Urban,Carpool,2,18.9,37.7,4.4,4.8,Shared,17.15
U0324,50,Retired,Rural,Motorcycle,2,25.7,51.4,269.2,1.7,Two-wheeler,67.11
U0325,48,Retired,Metro,Bus,5,16.5,82.6,161.8,1.1,Shared,58.44
U0326,18,Student,Metro,Metro/Subway,4,11.5,46.0,83.8,0.0,Shared,21.83
U0327,22,Student,Metro,Walking,3,1.0,2.9,50.8,3.5,None,8.94
U0328,29,Remote Worker,Metro,Carpool,4,17.8,71.1,376.3,4.8,Shared,126.14
U0329,40,Office Worker,Rural,Car - solo,2,25.3,50.5,76.7,3.8,Car,55.24
U0330,40,Business Traveler,Rural,Car - solo,3,22.1,66.2,190.9,10.2,Car,88.1
U0331,18,Office Worker,Urban,Carpool,5,21.7,108.3,205.9,2.4,Shared,78.57
U0332,26,Office Worker,Urban,Bus,5,19.4,97.0,34.5,4.5,Shared,47.06
U0333,36,Homemaker,Metro,Metro/Subway,3,15.9,47.6,172.9,9.9,Shared,38.53
U0334,28,Shop Owner,Urban,Bus,6,13.6,81.8,285.0,12.4,Shared,80.35
U0335,18,Remote Worker,Urban,Bus,4,7.8,31.1,160.9,5.5,Shared,39.25
U0336,31,Business Traveler,Metro,Motorcycle,4,21.5,86.1,248.5,0.3,Two-wheeler,101.8
U0337,51,Business Traveler,Urban,Metro/Subway,7,14.4,100.9,811.5,0.9,Shared,150.37
U0338,57,Shop Owner,Metro,Metro/Subway,5,16.4,82.2,144.8,6.6,Shared,39.45
U0339,38,Homemaker,Urban,Bus,4,3.6,14.3,497.0,0.4,Shared,132.33
U0340,44,Retired,Metro,Bus,5,5.4,26.8,104.1,3.8,Shared,37.6
U0341,20,Freelancer,Metro,Bus,6,13.6,81.7,141.0,5.2,Shared,68.44
U0342,21,Office Worker,Metro,Car - solo,4,25.3,101.1,443.1,19.6,Car,160.04
U0343,21,Remote Worker,Urban,Walking,4,0.5,2.0,139.5,6.4,None,23.97
U0344,18,Student,Semi-Urban,Walking,3,11.0,33.1,119.7,3.4,None,20.16
U0345,18,Remote Worker,Urban,Cycling,6,2.3,13.8,49.0,0.4,None,8.08
U0346,24,Remote Worker,Rural,Cycling,6,14.1,84.4,30.1,4.4,None,5.74
U0347,47,Shop Owner,Semi-Urban,Carpool,5,22.5,112.4,361.9,0.4,Shared,105.28
U0348,27,Freelancer,Urban,Bus,5,25.3,126.6,47.5,0.1,Shared,56.57
U0349,38,Remote Worker,Urban,Carpool,3,18.0,54.0,51.1,4.4,Shared,31.36
U0350,34,Remote Worker,Rural,Carpool,6,26.4,158.4,14.6,3.2,Shared,69.48
U0351,26,Remote Worker,Urban,Carpool,4,11.8,47.4,310.8,7.6,Shared,100.19
U0352,33,Freelancer,Urban,Cycling,3,0.5,1.5,86.6,2.7,None,22.59
U0353,29,Retired,Urban,Bus,1,8.7,8.7,252.3,4.8,Shared,45.42
U0354,32,Student,Semi-Urban,Electric Train,4,9.5,38.1,19.5,3.6,Shared,8.81
U0355,36,Student,Urban,Cycling,3,4.5,13.5,45.0,12.8,None,9.79
U0356,43,Business Traveler,Urban,Motorcycle,4,8.5,34.2,187.1,0.3,Two-wheeler,45.79
U0357,36,Student,Rural,Bus,5,9.7,48.6,36.0,10.1,Shared,26.56
U0358,48,Homemaker,Metro,Metro/Subway,4,12.6,50.5,126.3,9.2,Shared,31.31
U0359,47,Retired,Metro,Carpool,3,15.6,46.7,522.8,0.8,Shared,104.61
U0360,32,Homemaker,Urban,Bus,4,9.5,38.1,159.2,1.4,Shared,40.92
U0361,46,Business Traveler,Urban,Motorcycle,3,28.5,85.4,330.3,0.6,Two-wheeler,92.06
U0362,37,Office Worker,Metro,Bus,5,19.5,97.7,202.6,0.5,Shared,70.76
U0363,18,Student,Urban,Metro/Subway,1,8.0,8.0,83.4,0.1,Shared,15.03
U0364,33,Remote Worker,Rural,Bus,5,2.0,9.9,64.4,10.9,Shared,16.4
U0365,32,Student,Metro,Walking,2,4.7,9.4,143.9,1.6,None,23.76
U0366,32,Student,Semi-Urban,Metro/Subway,3,0.5,1.5,68.6,0.4,Shared,17.85
U0367,30,Remote Worker,Semi-Urban,Cycling,3,0.6,1.8,189.9,2.4,None,31.41
U0368,42,Office Worker,Urban,Motorcycle,5,18.3,91.5,57.4,8.8,Two-wheeler,57.15
U0369,18,Freelancer,Urban,Metro/Subway,5,11.7,58.5,122.9,1.9,Shared,30.76
U0370,26,Freelancer,Rural,Car - solo,3,27.8,83.3,51.6,9.9,Car,79.59
U0371,18,Office Worker,Urban,Carpool,4,10.6,42.3,557.8,20.3,Shared,112.21
U0372,48,Office Worker,Semi-Urban,Motorcycle,6,11.5,69.2,346.0,4.0,Two-wheeler,88.04
U0373,34,Office Worker,Urban,Carpool,2,18.7,37.4,103.8,19.9,Shared,36.14
U0374,28,Remote Worker,Rural,Walking,3,3.6,10.9,231.3,2.8,None,38.24
U0375,54,Student,Semi-Urban,Metro/Subway,4,15.4,61.7,74.2,16.8,Shared,26.26
U0376,45,Office Worker,Metro,Metro/Subway,5,0.5,2.5,9.0,0.1,Shared,1.94
U0377,51,Freelancer,Metro,Metro/Subway,6,7.6,45.7,274.8,0.0,Shared,78.2
U0378,37,Freelancer,Urban,Motorcycle,5,19.2,96.0,194.7,0.7,Two-wheeler,74.68
U0379,26,Office Worker,Metro,Carpool,7,18.0,126.0,218.1,5.6,Shared,88.48
U0380,22,Office Worker,Rural,Bus,4,12.4,49.5,202.2,0.3,Shared,70.69
U0381,39,Remote Worker,Metro,Bus,4,0.5,2.0,325.0,1.8,Shared,54.08
U0382,50,Business Traveler,Rural,Carpool,5,19.6,98.0,258.0,7.1,Shared,83.74
U0383,35,Student,Urban,Walking,3,0.5,1.5,135.7,11.9,None,36.87
U0384,33,Student,Semi-Urban,Electric Train,2,17.4,34.8,601.6,0.2,Shared,157.97
U0385,42,Homemaker,Metro,Cycling,6,0.5,3.0,209.0,1.2,None,34.28
U0386,48,Shop Owner,Semi-Urban,Motorcycle,5,15.8,79.0,82.9,10.5,Two-wheeler,50.75
U0387,61,Shop Owner,Urban,Carpool,6,17.1,102.5,175.7,27.4,Shared,92.24
U0388,51,Shop Owner,Urban,Metro/Subway,4,12.0,48.0,247.0,26.4,Shared,53.84
U0389,28,Office Worker,Metro,Walking,6,0.5,3.0,26.5,3.1,None,4.91
U0390,27,Office Worker,Urban,Carpool,6,17.1,102.3,1049.8,60.9,Shared,224.9
U0391,56,Student,Semi-Urban,Metro/Subway,2,0.5,1.0,48.8,4.6,Shared,9.03
U0392,37,Office Worker,Semi-Urban,Motorcycle,6,8.0,47.8,103.7,0.6,Two-wheeler,38.33
U0393,31,Student,Rural,Bus,3,13.1,39.4,144.2,0.2,Shared,38.73
U0394,32,Office Worker,Urban,Motorcycle,4,15.3,61.1,52.2,5.2,Two-wheeler,41.55
U0395,54,Homemaker,Metro,Car - solo,5,17.9,89.3,144.3,4.3,Car,98.61
U0396,41,Retired,Semi-Urban,Car - solo,2,25.8,51.6,197.3,26.4,Car,80.16
U0397,24,Office Worker,Metro,Metro/Subway,2,12.8,25.7,18.3,2.5,Shared,8.02
U0398,30,Retired,Metro,Electric Train,2,12.8,25.6,53.8,4.4,Shared,12.94
U0399,43,Homemaker,Metro,Metro/Subway,6,8.8,52.7,130.6,0.0,Shared,42.66
U0400,34,Homemaker,Rural,Car - solo,3,9.7,29.0,8.1,2.6,Car,26.68
U0401,46,Student,Urban,Bus,4,4.0,16.1,158.4,0.1,Shared,32.06
U0402,26,Student,Metro,Cycling,3,7.3,22.0,89.7,7.5,None,24.31
U0403,44,Office Worker,Semi-Urban,Car - solo,3,25.1,75.3,167.5,6.1,Car,91.06
U0404,34,Remote Worker,Urban,Carpool,3,12.2,36.6,73.0,4.1,Shared,27.73
U0405,20,Remote Worker,Urban,Carpool,6,17.1,102.6,12.0,3.0,Shared,44.73
U0406,29,Homemaker,Urban,Bus,6,1.6,9.8,185.0,0.1,Shared,33.94
U0407,30,Student,Rural,Walking,3,6.8,20.5,81.9,6.8,None,22.19
U0408,25,Remote Worker,Urban,Carpool,4,11.4,45.7,10.9,6.2,Shared,22.75
U0409,39,Shop Owner,Urban,Bus,2,11.8,23.6,124.9,1.3,Shared,29.71
U0410,32,Freelancer,Urban,Motorcycle,6,14.8,88.5,274.5,11.2,Two-wheeler,111.64
U0411,50,Homemaker,Urban,Metro/Subway,5,6.7,33.3,90.1,5.1,Shared,29.88
U0412,37,Office Worker,Urban,Carpool,4,14.1,56.3,30.8,9.9,Shared,30.08
U0413,41,Retired,Semi-Urban,Carpool,4,18.4,73.4,250.2,4.4,Shared,71.83
U0414,41,Student,Metro,Metro/Subway,4,12.8,51.4,42.5,6.5,Shared,21.2
U0415,24,Remote Worker,Urban,Carpool,5,15.9,79.5,39.4,13.6,Shared,41.75
U0416,40,Freelancer,Semi-Urban,Car - solo,4,21.2,84.9,159.5,8.4,Car,98.21
U0417,29,Shop Owner,Urban,Bus,5,9.4,47.2,79.5,11.8,Shared,33.42
U0418,42,Retired,Semi-Urban,Car - solo,4,15.8,63.2,43.5,12.5,Car,62.01
U0419,34,Student,Urban,Bus,4,10.5,41.8,118.5,0.5,Shared,35.54
U0420,18,Remote Worker,Urban,Bus,5,13.3,66.6,54.0,0.1,Shared,39.46
U0421,18,Freelancer,Metro,Walking,5,4.0,20.1,225.1,6.7,None,37.97
U0422,31,Office Worker,Rural,Bus,4,4.8,19.3,100.6,2.8,Shared,24.35
U0423,25,Freelancer,Urban,Bus,5,19.5,97.3,107.2,3.5,Shared,55.64
U0424,43,Student,Semi-Urban,Cycling,3,0.9,2.7,94.5,3.5,None,16.07
U0425,22,Office Worker,Metro,Car - solo,4,19.7,78.7,263.8,5.0,Car,109.42
U0426,22,Freelancer,Urban,Car - solo,6,23.2,139.5,100.6,11.9,Car,134.61
U0427,38,Office Worker,Semi-Urban,Car - solo,7,26.2,183.5,7.5,17.2,Car,157.8
U0428,47,Remote Worker,Metro,Bus,5,12.0,59.9,229.0,4.2,Shared,61.2
U0429,39,Office Worker,Rural,Car - solo,6,21.4,128.6,43.5,3.8,Car,114.73
U0430,18,Student,Urban,Electric Train,3,7.7,23.0,73.5,7.6,Shared,16.43
U0431,45,Student,Metro,Bus,3,10.5,31.4,34.5,1.7,Shared,18.06
U0432,43,Homemaker,Semi-Urban,Carpool,5,17.3,86.6,130.8,18.1,Shared,72.44
U0433,49,Homemaker,Metro,Metro/Subway,5,1.0,5.0,39.0,6.1,Shared,8.42
U0434,39,Business Traveler,Urban,Motorcycle,5,13.9,69.7,149.9,1.7,Two-wheeler,55.85
U0435,40,Shop Owner,Metro,Electric Train,4,7.3,29.1,25.7,0.1,Shared,10.35
U0436,21,Student,Urban,Bus,6,10.8,64.9,0.0,5.5,Shared,26.07
U0437,31,Office Worker,Rural,Carpool,1,21.7,21.7,415.4,30.0,Shared,82.39
U0438,22,Freelancer,Urban,Carpool,4,23.9,95.8,81.6,26.3,Shared,57.73
U0439,18,Student,Rural,Metro/Subway,4,7.4,29.6,220.3,0.3,Shared,61.48
U0440,25,Freelancer,Metro,Walking,3,0.5,1.5,97.3,2.2,None,25.24
U0441,20,Student,Metro,Cycling,5,1.1,5.6,149.5,3.9,None,25.13
U0442,46,Business Traveler,Metro,Carpool,5,7.8,38.8,1165.1,32.8,Shared,319.34
U0443,18,Office Worker,Urban,Car - solo,5,8.1,40.6,187.2,7.8,Car,82.98
U0444,36,Student,Urban,Cycling,1,0.5,0.5,77.8,28.3,None,18.1
U0445,27,Remote Worker,Rural,Cycling,5,15.1,75.7,58.9,3.0,None,10.18
U0446,30,Student,Rural,Metro/Subway,5,11.5,57.3,9.8,2.8,Shared,12.31
U0447,26,Office Worker,Semi-Urban,Carpool,3,26.6,79.8,69.8,23.7,Shared,48.77
U0448,22,Office Worker,Semi-Urban,Motorcycle,4,19.0,75.9,592.9,28.4,Two-wheeler,190.51
U0449,33,Student,Urban,Bus,5,5.5,27.3,79.6,1.7,Shared,23.82
U0450,33,Retired,Rural,Cycling,2,3.6,7.3,169.5,2.9,None,28.17
U0451,40,Shop Owner,Metro,Electric Train,4,9.4,37.7,2.4,0.5,Shared,5.61
U0452,34,Freelancer,Urban,Car - solo,5,25.0,124.8,255.0,1.4,Car,169.03
U0453,21,Student,Urban,Bus,4,1.1,4.4,82.4,0.5,Shared,15.23
U0454,20,Remote Worker,Metro,Walking,4,13.9,55.6,42.6,1.5,None,11.16
U0455,29,Retired,Semi-Urban,Motorcycle,2,21.0,41.9,153.0,1.5,Two-wheeler,43.92
U0456,30,Student,Semi-Urban,Metro/Subway,3,16.3,48.8,214.1,9.3,Shared,45.36
U0457,53,Shop Owner,Semi-Urban,Walking,6,6.8,41.0,47.3,0.9,None,7.88
U0458,52,Remote Worker,Rural,Bus,6,0.5,3.0,95.0,2.6,Shared,17.15
U0459,24,Freelancer,Metro,Car - solo,5,21.5,107.7,200.0,15.5,Car,143.55
U0460,49,Remote Worker,Urban,Walking,2,0.5,1.0,131.0,1.0,None,21.55
U0461,18,Shop Owner,Semi-Urban,Car - solo,7,23.3,163.3,149.8,14.8,Car,163.03
U0462,24,Student,Metro,Cycling,3,7.5,22.4,88.2,10.5,None,16.38
U0463,26,Shop Owner,Metro,Cycling,6,0.5,3.0,29.2,0.0,None,7.45
U0464,47,Business Traveler,Rural,Metro/Subway,6,12.1,72.7,177.8,16.6,Shared,45.07
U0465,26,Office Worker,Semi-Urban,Car - solo,7,11.6,81.5,13.2,1.0,Car,71.35
U0466,42,Office Worker,Urban,Car - solo,6,25.6,153.6,27.9,2.0,Car,135.16
U0467,41,Student,Urban,Bus,3,15.8,47.4,37.6,9.8,Shared,26.28
U0468,41,Business Traveler,Rural,Car - solo,3,19.3,58.0,440.8,27.8,Car,125.43
U0469,38,Office Worker,Urban,Bus,5,19.0,94.9,57.9,0.1,Shared,51.36
U0470,25,Student,Metro,Metro/Subway,3,16.0,47.9,280.5,0.0,Shared,54.22
U0471,18,Remote Worker,Semi-Urban,Bus,4,3.1,12.2,230.8,4.3,Shared,43.16
U0472,46,Business Traveler,Urban,Metro/Subway,5,15.9,79.4,461.9,4.5,Shared,132.75
U0473,35,Student,Urban,Cycling,2,7.3,14.6,100.3,0.6,None,25.68
U0474,18,Freelancer,Rural,Car - solo,3,22.1,66.2,166.1,21.1,Car,86.13
U0475,21,Freelancer,Urban,Cycling,3,0.5,1.5,234.3,17.0,None,63.03
U0476,18,Student,Semi-Urban,Electric Train,4,9.6,38.3,19.8,0.3,Shared,8.26
U0477,53,Business Traveler,Metro,Car - solo,3,21.2,63.7,663.1,17.0,Car,225.34
U0478,18,Remote Worker,Metro,Walking,6,3.3,20.0,135.1,5.5,None,35.51
U0479,50,Retired,Semi-Urban,Car - solo,3,18.8,56.3,114.0,14.9,Car,68.25
U0480,35,Freelancer,Urban,Car - solo,5,17.2,86.2,79.6,15.0,Car,94.84
U0481,30,Office Worker,Semi-Urban,Motorcycle,4,19.7,78.7,73.5,4.7,Two-wheeler,47.98
U0482,28,Student,Metro,Bus,4,15.1,60.5,104.7,0.3,Shared,50.04
U0483,40,Student,Metro,Walking,4,0.5,2.0,40.7,40.9,None,14.5
U0484,28,Student,Metro,Walking,4,4.8,19.3,310.3,5.9,None,51.72
U0485,30,Office Worker,Urban,Bus,5,0.5,2.5,103.1,2.0,Shared,18.15
U0486,43,Homemaker,Urban,Carpool,3,29.0,87.0,41.7,5.8,Shared,43.68
U0487,23,Student,Rural,Bus,3,16.2,48.7,52.9,0.0,Shared,27.37
U0488,35,Freelancer,Metro,Electric Train,4,20.4,81.4,33.0,3.7,Shared,16.67
U0489,39,Remote Worker,Semi-Urban,Bus,5,7.6,38.1,50.5,0.6,Shared,23.04
U0490,63,Retired,Urban,Carpool,4,18.8,75.1,80.8,13.2,Shared,46.59
U0491,46,Office Worker,Urban,Car - solo,4,21.8,87.0,109.2,11.7,Car,92.41
U0492,37,Office Worker,Metro,Bus,6,8.3,49.8,52.7,18.6,Shared,31.37
U0493,25,Freelancer,Metro,Cycling,3,9.7,29.2,31.2,0.4,None,5.17
U0494,44,Shop Owner,Semi-Urban,Motorcycle,6,19.5,117.0,80.2,6.5,Two-wheeler,66.53
U0495,24,Office Worker,Metro,Electric Train,3,2.5,7.5,74.5,8.4,Shared,14.74
U0496,33,Remote Worker,Urban,Cycling,5,7.5,37.3,182.8,7.7,None,48.09
U0497,40,Homemaker,Metro,Walking,5,7.3,36.4,181.0,1.0,None,29.69
U0498,24,Student,Urban,Metro/Subway,4,10.7,42.7,262.0,3.1,Shared,50.87
U0499,36,Student,Semi-Urban,Metro/Subway,3,19.5,58.6,156.4,12.8,Shared,38.36
U0500,31,Retired,Urban,Bus,2,14.2,28.4,173.4,2.6,Shared,55.67
U0501,36,Student,Urban,Metro/Subway,3,5.0,15.1,183.9,6.2,Shared,33.86
U0502,26,Office Worker,Semi-Urban,Car - solo,3,22.0,66.0,198.6,30.2,Car,93.07
U0503,35,Student,Urban,Cycling,5,8.8,43.9,105.7,20.2,None,30.84
U0504,20,Remote Worker,Urban,Carpool,1,13.1,13.1,305.9,7.8,Shared,56.73
U0505,30,Freelancer,Urban,Bus,4,18.7,74.9,41.7,0.4,Shared,35.75
U0506,27,Student,Urban,Metro/Subway,1,14.4,14.4,171.5,0.8,Shared,30.69
U0507,41,Shop Owner,Metro,Car - solo,4,16.0,63.9,45.3,3.4,Car,65.37
U0508,43,Student,Semi-Urban,Cycling,3,9.2,27.6,30.4,0.3,None,5.0
U0509,43,Student,Metro,Electric Train,3,11.4,34.3,113.7,5.8,Shared,34.57
U0510,39,Office Worker,Semi-Urban,Car - solo,5,26.9,134.7,37.2,7.1,Car,122.82
U0511,25,Remote Worker,Metro,Walking,4,0.5,2.0,126.3,2.3,None,21.02
U0512,48,Homemaker,Semi-Urban,Car - solo,1,33.3,33.3,175.3,11.7,Car,58.49
U0513,32,Student,Metro,Walking,5,9.7,48.5,119.3,1.1,None,19.65
U0514,29,Office Worker,Urban,Car - solo,4,18.9,75.6,109.1,12.4,Car,83.02
U0515,44,Office Worker,Urban,Carpool,4,16.6,66.3,183.9,2.2,Shared,57.65
U0516,48,Shop Owner,Urban,Motorcycle,5,20.3,101.7,60.1,0.6,Two-wheeler,60.8
U0517,24,Freelancer,Rural,Bus,4,2.7,10.7,52.5,0.2,Shared,12.74
U0518,40,Business Traveler,Semi-Urban,Car - solo,3,9.3,27.9,400.6,3.2,Car,89.09
U0519,26,Student,Urban,Walking,5,0.5,2.5,117.1,1.6,None,19.39
U0520,40,Remote Worker,Semi-Urban,Carpool,6,19.8,119.0,184.4,23.9,Shared,100.56
U0521,46,Student,Urban,Cycling,5,0.5,2.5,386.9,0.6,None,98.77
U0522,43,Student,Rural,Bus,4,10.0,40.0,74.8,1.4,Shared,27.88
U0523,24,Remote Worker,Urban,Bus,4,2.0,8.0,66.6,3.3,Shared,20.69
U0524,35,Office Worker,Urban,Metro/Subway,5,9.6,47.9,21.8,12.5,Shared,14.46
U0525,29,Student,Semi-Urban,Metro/Subway,3,18.7,56.1,385.3,2.1,Shared,73.17
U0526,30,Remote Worker,Semi-Urban,Cycling,7,5.7,40.2,31.0,6.3,None,6.27
U0527,20,Student,Urban,Metro/Subway,1,14.1,14.1,91.7,0.1,Shared,25.9
U0528,37,Remote Worker,Urban,Cycling,4,7.1,28.5,85.9,0.8,None,22.06
U0529,27,Business Traveler,Urban,Car - solo,6,22.4,134.4,321.7,12.6,Car,196.21
U0530,39,Retired,Urban,Car - solo,4,20.4,81.6,97.7,9.5,Car,85.55
U0531,22,Remote Worker,Urban,Walking,6,4.1,24.5,18.0,16.7,None,6.14
U0532,55,Shop Owner,Semi-Urban,Cycling,5,9.4,47.0,59.9,2.2,None,10.19
U0533,42,Shop Owner,Metro,Bus,4,5.1,20.5,226.6,0.9,Shared,45.02
U0534,42,Freelancer,Semi-Urban,Motorcycle,4,19.7,78.9,71.7,2.7,Two-wheeler,47.38
U0535,39,Office Worker,Semi-Urban,Carpool,4,10.0,39.8,211.2,10.6,Shared,72.25
U0536,28,Freelancer,Metro,Metro/Subway,3,8.7,26.0,188.0,21.2,Shared,39.34
U0537,24,Business Traveler,Urban,Bus,2,11.3,22.7,337.2,0.1,Shared,94.74
U0538,37,Retired,Urban,Car - solo,2,28.2,56.4,91.7,17.4,Car,73.64
U0539,27,Office Worker,Semi-Urban,Car - solo,4,18.4,73.6,266.5,52.1,Car,139.16
U0540,47,Homemaker,Urban,Bus,3,10.5,31.5,59.0,0.0,Shared,21.74
U0541,68,Retired,Urban,Car - solo,4,27.3,109.2,41.6,50.7,Car,107.29
U0542,18,Office Worker,Metro,Metro/Subway,4,13.7,54.6,98.5,0.1,Shared,34.84
U0543,32,Homemaker,Semi-Urban,Motorcycle,5,20.7,103.6,8.5,6.4,Two-wheeler,48.81
U0544,31,Office Worker,Metro,Car - solo,4,24.3,97.4,126.9,39.1,Car,109.16
U0545,44,Student,Metro,Bus,3,15.9,47.8,18.5,3.3,Shared,22.07
U0546,35,Freelancer,Urban,Carpool,4,18.1,72.4,220.4,0.8,Shared,86.14
U0547,52,Retired,Metro,Electric Train,4,2.4,9.4,64.2,3.3,Shared,12.32
U0548,20,Remote Worker,Metro,Walking,5,5.4,26.8,38.5,13.6,None,12.43
U0549,18,Student,Semi-Urban,Metro/Subway,3,9.8,29.3,179.3,1.1,Shared,51.12
U0550,35,Shop Owner,Metro,Metro/Subway,5,9.1,45.3,260.5,1.5,Shared,50.8
U0551,57,Student,Metro,Metro/Subway,3,12.4,37.2,149.7,0.0,Shared,44.78
U0552,36,Office Worker,Urban,Carpool,4,20.0,80.0,64.9,25.6,Shared,48.42
U0553,18,Business Traveler,Semi-Urban,Bus,4,20.0,80.0,404.6,4.5,Shared,134.87
U0554,21,Remote Worker,Metro,Bus,5,13.9,69.6,254.8,1.8,Shared,92.15
U0555,41,Shop Owner,Semi-Urban,Car - solo,4,22.9,91.6,54.1,4.3,Car,85.78
U0556,23,Student,Metro,Metro/Subway,1,5.5,5.5,164.5,1.3,Shared,28.04
U0557,34,Student,Urban,Bus,2,14.3,28.7,325.1,0.7,Shared,64.18
U0558,68,Shop Owner,Metro,Electric Train,5,0.5,2.5,199.5,3.3,Shared,51.83
U0559,19,Office Worker,Semi-Urban,Car - solo,6,20.7,124.4,10.4,25.6,Car,111.02
U0560,20,Remote Worker,Semi-Urban,Carpool,4,16.1,64.5,232.3,8.0,Shared,65.94
U0561,37,Freelancer,Metro,Metro/Subway,4,17.4,69.6,37.5,0.1,Shared,21.95
U0562,33,Freelancer,Metro,Walking,3,1.3,3.9,195.6,0.7,None,32.02
U0563,32,Student,Urban,Bus,4,9.9,39.8,56.2,1.8,Shared,24.84
U0564,33,Office Worker,Metro,Metro/Subway,6,8.9,53.4,27.3,0.4,Shared,16.51
U0565,31,Homemaker,Rural,Car - solo,4,22.6,90.5,25.1,5.1,Car,82.62
U0566,35,Freelancer,Rural,Car - solo,4,4.8,19.2,107.8,41.9,Car,51.48
U0567,36,Homemaker,Urban,Car - solo,6,15.9,95.4,2.8,48.9,Car,89.19
U0568,28,Student,Urban,Metro/Subway,2,13.9,27.7,222.2,1.3,Shared,61.83
U0569,29,Student,Metro,Walking,5,6.6,32.9,210.4,2.8,None,54.2
U0570,24,Office Worker,Semi-Urban,Motorcycle,4,22.1,88.5,88.0,2.7,Two-wheeler,62.43
U0571,19,Student,Urban,Electric Train,4,2.0,8.1,279.9,16.3,Shared,49.82
U0572,25,Homemaker,Rural,Car - solo,2,19.9,39.7,19.7,47.5,Car,45.38
U0573,26,Student,Urban,Metro/Subway,3,16.7,50.1,55.6,0.9,Shared,18.13
U0574,25,Office Worker,Urban,Walking,3,1.6,4.9,217.4,19.2,None,39.11
