user_id,carbon_awareness_score,price_sensitivity_score,commute_flexibility_score,diet_flexibility_score,energy_saving_flexibility_score,digital_engagement_score,social_influence_score,synthetic_green_adoption_probability,synthetic_green_adoption_score_pct,behavior_segment,top_emission_driver,preferred_nudge_channel
U0358,60,32,35,98,25,67,90,0.977,98,Time constrained,food,In-app card
U0359,53,15,32,23,16,51,67,0.882,88,High climate awareness,transport,Push reminder
U0360,47,47,75,24,62,25,28,0.949,95,Habit driven,transport,In-app card
U0361,54,36,50,52,29,49,69,0.956,96,High climate awareness,food,App notification
U0362,48,83,57,63,39,76,63,0.985,98,Price sensitive,transport,Email
U0363,67,49,48,0,85,47,41,0.961,96,Low awareness,food,App notification
U0364,67,49,0,24,59,65,47,0.94,94,High climate awareness,food,Email
U0365,50,26,40,17,69,71,40,0.933,93,Early adopter,transport,App notification
U0366,70,25,43,16,70,67,60,0.96,96,High climate awareness,transport,In-app card
U0367,48,35,41,19,64,50,26,0.919,92,Low awareness,food,App notification
U0368,12,34,75,33,64,68,44,0.933,93,Habit driven,transport,Email
U0369,28,64,59,20,48,60,49,0.945,94,Price sensitive,electricity,WhatsApp
U0370,70,56,33,21,57,50,50,0.962,96,High climate awareness,food,App notification
U0371,23,74,24,6,58,58,13,0.883,88,Price sensitive,food,Email
U0372,56,82,21,54,10,67,78,0.969,97,Price sensitive,electricity,Email
U0373,60,61,48,17,57,46,54,0.963,96,Price sensitive,waste,WhatsApp
U0374,47,52,62,36,49,51,44,0.96,96,Habit driven,food,WhatsApp
U0375,70,29,41,43,45,48,23,0.945,94,High climate awareness,electricity,Email
U0376,59,68,18,76,38,69,45,0.972,97,Time constrained,waste,In-app card
U0377,48,98,59,56,72,70,47,0.989,99,Price sensitive,waste,In-app card
U0378,83,24,3,74,34,26,12,0.924,92,High climate awareness,transport,In-app card
U0379,90,39,46,62,44,44,70,0.982,98,High climate awareness,shopping,App notification
U0380,57,51,58,0,59,68,20,0.948,95,Early adopter,transport,App notification
U0381,23,43,49,48,84,63,20,0.941,94,Low awareness,transport,WhatsApp
U0382,54,83,55,24,61,44,0,0.962,96,Price sensitive,waste,In-app card
U0383,35,89,52,74,62,78,70,0.987,99,Price sensitive,electricity,In-app card
U0384,45,6,59,50,32,34,50,0.91,91,Habit driven,transport,In-app card
U0385,70,39,59,43,71,53,62,0.979,98,Low awareness,transport,WhatsApp
U0386,74,35,46,46,47,79,59,0.975,98,Early adopter,electricity,WhatsApp
U0387,66,84,65,60,37,59,60,0.988,99,Price sensitive,electricity,In-app card
U0388,68,95,42,66,67,68,57,0.991,99,Price sensitive,electricity,App notification
U0389,66,69,52,0,18,43,45,0.946,95,Price sensitive,waste,Push reminder
U0390,44,67,71,74,56,81,36,0.985,98,Early adopter,electricity,Email
U0391,55,94,37,0,30,46,21,0.941,94,Price sensitive,transport,Push reminder
U0392,39,59,59,0,39,60,26,0.922,92,Early adopter,transport,Email
U0393,62,37,51,23,15,60,23,0.924,92,High climate awareness,transport,App notification
U0394,28,57,41,21,54,68,52,0.933,93,Early adopter,shopping,In-app card
U0395,61,22,73,55,30,59,51,0.965,96,Habit driven,electricity,WhatsApp
U0396,22,25,0,43,60,67,42,0.846,85,Early adopter,waste,Email
U0397,65,77,24,35,47,88,31,0.972,97,Early adopter,transport,In-app card
U0398,80,72,41,64,39,41,82,0.987,99,High climate awareness,transport,Email
U0399,48,68,69,61,61,73,69,0.987,99,Early adopter,food,Push reminder
U0400,33,61,67,15,45,68,78,0.961,96,Early adopter,transport,Push reminder
U0401,37,41,24,26,59,55,62,0.919,92,Low awareness,electricity,App notification
U0402,65,24,78,50,65,83,67,0.984,98,Early adopter,food,Push reminder
U0403,55,69,5,51,84,46,66,0.969,97,Low awareness,transport,App notification
U0404,89,68,67,4,31,88,67,0.986,99,High climate awareness,waste,App notification
U0405,66,89,42,58,63,46,36,0.984,98,Price sensitive,food,In-app card
U0406,45,48,23,67,44,55,64,0.954,95,Time constrained,transport,App notification
U0407,27,49,32,24,55,39,51,0.899,90,Low awareness,transport,App notification
U0408,61,45,72,38,70,44,32,0.973,97,Habit driven,transport,App notification
U0409,28,56,60,56,72,42,48,0.963,96,Low awareness,food,App notification
U0410,90,31,60,67,32,68,40,0.982,98,High climate awareness,electricity,Push reminder
U0411,55,47,40,69,48,47,49,0.966,97,Time constrained,shopping,Push reminder
U0412,19,38,72,38,40,63,62,0.938,94,Habit driven,transport,App notification
U0413,81,50,67,43,93,56,83,0.992,99,Low awareness,transport,Email
U0414,56,77,34,27,70,74,32,0.971,97,Price sensitive,transport,In-app card
U0415,42,76,60,0,50,20,23,0.929,93,Price sensitive,shopping,In-app card
U0416,48,29,93,62,77,57,48,0.981,98,Habit driven,waste,In-app card
U0417,86,36,24,48,57,40,55,0.968,97,High climate awareness,food,App notification
U0418,32,81,38,25,27,35,56,0.93,93,Price sensitive,electricity,In-app card
U0419,76,89,66,29,53,14,60,0.984,98,Price sensitive,electricity,WhatsApp
U0420,44,65,22,39,17,87,69,0.95,95,Early adopter,transport,In-app card
U0421,49,60,45,27,52,51,67,0.961,96,Price sensitive,food,WhatsApp
U0422,56,57,56,62,51,70,51,0.98,98,Early adopter,electricity,App notification
U0423,43,85,9,7,21,75,65,0.929,93,Price sensitive,transport,Email
U0424,40,98,36,76,66,40,39,0.98,98,Price sensitive,food,App notification
U0425,42,31,41,88,63,48,35,0.958,96,Time constrained,electricity,WhatsApp
U0426,38,54,55,71,43,40,53,0.963,96,Time constrained,transport,Email
U0427,81,57,9,36,73,77,45,0.974,97,High climate awareness,food,WhatsApp
U0428,69,25,3,75,54,92,21,0.954,95,Early adopter,transport,In-app card
U0429,55,75,42,42,26,65,91,0.976,98,Price sensitive,waste,Push reminder
U0430,64,39,75,23,84,34,53,0.974,97,Low awareness,food,App notification
U0431,85,78,0,64,48,88,31,0.981,98,Early adopter,food,App notification
U0432,47,50,34,0,48,64,44,0.918,92,Early adopter,transport,WhatsApp
U0433,63,48,47,36,20,84,28,0.955,96,Early adopter,food,App notification
U0434,52,67,64,59,49,71,16,0.977,98,Early adopter,electricity,WhatsApp
U0435,77,77,40,42,73,14,44,0.979,98,High climate awareness,shopping,App notification
U0436,88,71,26,49,30,53,54,0.979,98,High climate awareness,electricity,In-app card
U0437,67,31,45,21,42,44,57,0.943,94,High climate awareness,electricity,In-app card
U0438,38,52,20,14,36,66,58,0.904,90,Early adopter,transport,In-app card
U0439,69,78,62,32,42,46,22,0.975,98,Price sensitive,electricity,In-app card
U0440,41,30,24,44,22,82,69,0.921,92,Early adopter,transport,Push reminder
U0441,65,71,46,53,23,87,38,0.978,98,Early adopter,food,WhatsApp
U0442,54,69,56,10,30,98,59,0.97,97,Early adopter,electricity,App notification
U0443,57,63,49,67,32,39,68,0.975,97,Time constrained,food,In-app card
U0444,81,53,50,48,48,88,70,0.987,99,Early adopter,food,App notification
U0445,50,31,45,16,75,73,61,0.953,95,Low awareness,food,Push reminder
U0446,67,83,42,56,28,61,93,0.986,99,Price sensitive,shopping,Push reminder
U0447,72,53,50,41,54,52,57,0.977,98,High climate awareness,food,Push reminder
U0448,60,61,33,53,65,89,54,0.98,98,Early adopter,transport,WhatsApp
U0449,47,69,0,66,72,5,73,0.953,95,Low awareness,food,Push reminder
U0450,36,38,28,73,41,78,45,0.945,95,Early adopter,food,Email
U0451,58,80,41,49,86,57,44,0.984,98,Low awareness,food,Push reminder
U0452,63,74,45,60,47,79,56,0.985,98,Early adopter,food,WhatsApp
U0453,53,78,17,16,41,24,57,0.932,93,Price sensitive,transport,In-app card
U0454,45,41,58,3,41,29,63,0.918,92,Habit driven,electricity,In-app card
U0455,51,80,22,49,72,73,63,0.979,98,Price sensitive,food,Email
U0456,43,68,59,56,47,86,58,0.98,98,Early adopter,food,App notification
U0457,63,94,14,59,67,94,62,0.988,99,Price sensitive,waste,Push reminder
U0458,58,63,39,71,19,50,56,0.969,97,Time constrained,shopping,Email
U0459,79,54,27,36,42,53,39,0.963,96,High climate awareness,transport,Push reminder
U0460,50,20,51,58,79,77,64,0.971,97,Low awareness,food,Email
U0461,63,57,67,55,47,98,64,0.988,99,Early adopter,waste,In-app card
U0462,59,55,0,20,39,69,14,0.9,90,Early adopter,food,App notification
U0463,48,64,30,28,36,52,46,0.938,94,Price sensitive,transport,In-app card
U0464,89,30,66,30,31,86,49,0.978,98,High climate awareness,transport,Email
U0465,58,51,0,0,57,83,75,0.935,93,Early adopter,food,App notification
U0466,18,47,63,41,43,59,73,0.944,94,Habit driven,electricity,WhatsApp
U0467,53,50,8,74,70,15,45,0.947,95,Time constrained,electricity,WhatsApp
U0468,57,58,49,30,75,44,38,0.966,97,Low awareness,food,WhatsApp
U0469,57,54,63,19,64,75,66,0.977,98,Early adopter,waste,App notification
U0470,92,43,40,21,48,73,60,0.977,98,High climate awareness,food,Push reminder
U0471,87,33,64,38,67,51,72,0.984,98,High climate awareness,waste,In-app card
U0472,64,36,36,11,53,30,53,0.928,93,High climate awareness,transport,In-app card
U0473,5,35,75,49,66,39,67,0.935,94,Habit driven,transport,Push reminder
U0474,55,57,77,14,68,67,43,0.975,97,Habit driven,transport,Email
U0475,38,78,47,25,21,50,72,0.951,95,Price sensitive,transport,App notification
U0476,60,51,82,32,33,68,56,0.976,98,Habit driven,electricity,Email
U0477,47,46,13,46,67,56,58,0.945,95,Low awareness,electricity,App notification
U0478,40,61,61,44,25,36,79,0.96,96,Price sensitive,food,Push reminder
U0479,44,34,33,82,98,53,40,0.97,97,Low awareness,food,WhatsApp
U0480,42,46,44,58,54,74,35,0.959,96,Early adopter,transport,App notification
U0481,56,47,17,0,36,10,25,0.832,83,High climate awareness,food,Push reminder
U0482,58,78,28,58,33,65,51,0.973,97,Price sensitive,electricity,App notification
U0483,61,47,52,51,21,76,23,0.96,96,Early adopter,food,App notification
U0484,68,59,52,14,39,18,29,0.943,94,High climate awareness,transport,Push reminder
U0485,33,55,96,60,5,29,22,0.948,95,Habit driven,food,Email
U0486,62,29,40,47,63,63,54,0.963,96,Low awareness,transport,App notification
U0487,57,28,77,6,69,30,63,0.955,95,Habit driven,transport,Push reminder
U0488,75,78,22,45,37,42,48,0.971,97,Price sensitive,electricity,App notification
U0489,72,36,22,34,44,73,22,0.942,94,Early adopter,food,WhatsApp
U0490,62,49,30,37,63,76,43,0.965,97,Early adopter,food,App notification
U0491,63,62,0,43,46,85,51,0.959,96,Early adopter,transport,Push reminder
U0492,69,66,16,49,73,79,48,0.979,98,Early adopter,transport,In-app card
U0493,63,64,1,62,42,58,36,0.955,95,Price sensitive,electricity,Push reminder
U0494,57,60,61,73,50,26,74,0.981,98,Time constrained,transport,App notification
U0495,31,55,17,10,49,44,74,0.894,89,Price sensitive,transport,Email
U0496,88,64,98,0,54,69,48,0.989,99,Habit driven,food,Push reminder
U0497,51,79,55,1,32,36,45,0.946,95,Price sensitive,transport,Push reminder
U0498,53,35,61,71,49,91,37,0.976,98,Early adopter,food,Push reminder
U0499,32,43,46,3,15,61,56,0.876,88,Early adopter,food,In-app card
U0500,69,80,55,33,68,77,47,0.987,99,Price sensitive,food,Email
U0501,36,64,58,63,32,22,58,0.957,96,Price sensitive,transport,Push reminder
U0502,79,62,12,47,27,29,47,0.953,95,High climate awareness,shopping,Email
U0503,60,39,46,30,44,65,69,0.961,96,Early adopter,waste,In-app card
U0504,58,64,67,87,74,58,70,0.992,99,Time constrained,electricity,App notification
U0505,67,32,57,84,66,83,40,0.985,98,Time constrained,waste,In-app card
U0506,52,68,55,58,29,85,57,0.979,98,Early adopter,transport,In-app card
U0507,55,53,44,22,73,79,68,0.973,97,Early adopter,food,In-app card
U0508,28,67,58,79,71,62,45,0.978,98,Time constrained,food,WhatsApp
U0509,76,73,42,32,55,86,57,0.985,98,Early adopter,electricity,Email
U0510,83,38,98,41,68,74,34,0.989,99,Habit driven,transport,WhatsApp
U0511,49,71,3,42,36,71,3,0.92,92,Price sensitive,food,Email
U0512,67,59,68,44,49,38,43,0.977,98,Habit driven,food,Email
U0513,57,64,48,35,37,25,4,0.937,94,Price sensitive,electricity,WhatsApp
U0514,58,75,19,48,35,45,62,0.962,96,Price sensitive,food,App notification
U0515,55,40,13,18,90,84,7,0.933,93,Low awareness,transport,App notification
U0516,53,41,61,64,70,66,60,0.98,98,Low awareness,food,WhatsApp
U0517,51,37,40,11,27,52,65,0.915,91,Early adopter,transport,In-app card
U0518,58,28,26,2,58,54,44,0.903,90,High climate awareness,food,App notification
U0519,72,94,23,4,24,67,82,0.972,97,Price sensitive,transport,Push reminder
U0520,88,71,64,53,64,66,32,0.991,99,High climate awareness,transport,In-app card
U0521,88,67,77,52,45,88,53,0.993,99,High climate awareness,transport,Email
U0522,5,94,26,65,31,63,56,0.944,94,Price sensitive,food,Push reminder
U0523,35,66,76,59,48,98,47,0.982,98,Early adopter,transport,In-app card
U0524,35,28,32,17,44,76,39,0.884,88,Early adopter,food,WhatsApp
U0525,61,85,39,48,23,55,35,0.97,97,Price sensitive,transport,In-app card
U0526,87,53,25,42,64,70,51,0.98,98,High climate awareness,electricity,In-app card
U0527,73,49,38,37,40,62,47,0.966,97,High climate awareness,food,In-app card
U0528,40,67,46,25,65,54,78,0.966,97,Price sensitive,food,App notification
U0529,40,82,29,51,26,78,34,0.957,96,Price sensitive,electricity,In-app card
U0530,25,59,33,53,32,48,71,0.934,93,Price sensitive,food,WhatsApp
U0531,78,5,49,11,57,54,27,0.929,93,High climate awareness,transport,App notification
U0532,59,74,88,37,55,83,39,0.988,99,Habit driven,food,In-app card
U0533,43,59,9,29,87,69,47,0.949,95,Low awareness,transport,App notification
U0534,83,22,35,96,49,58,71,0.983,98,Time constrained,food,App notification
U0535,80,90,30,33,50,73,19,0.98,98,Price sensitive,shopping,App notification
U0536,5,59,70,34,37,56,79,0.938,94,Habit driven,transport,In-app card
U0537,46,32,63,81,67,18,39,0.964,96,Time constrained,food,Push reminder
U0538,23,29,27,40,11,72,46,0.846,85,Early adopter,transport,WhatsApp
U0539,39,58,13,40,13,26,38,0.865,86,Price sensitive,electricity,App notification
U0540,57,97,39,0,9,36,98,0.961,96,Price sensitive,electricity,In-app card
U0541,57,29,5,57,5,79,45,0.906,91,Early adopter,electricity,Push reminder
U0542,64,57,51,43,22,52,91,0.974,97,High climate awareness,transport,In-app card
U0543,63,34,18,10,17,64,40,0.885,89,Early adopter,transport,Push reminder
U0544,14,63,0,47,34,64,19,0.845,84,Early adopter,transport,WhatsApp
U0545,72,21,84,20,55,41,98,0.977,98,Habit driven,transport,In-app card
U0546,68,70,53,34,58,56,47,0.979,98,Price sensitive,food,App notification
U0547,43,67,73,43,45,31,47,0.967,97,Habit driven,shopping,Push reminder
U0548,64,18,68,24,46,71,47,0.957,96,Early adopter,food,Push reminder
U0549,83,5,66,13,67,69,44,0.964,96,High climate awareness,electricity,Push reminder
U0550,63,20,45,12,28,52,77,0.927,93,High climate awareness,waste,In-app card
U0551,64,37,10,0,54,79,66,0.929,93,Early adopter,shopping,App notification
U0552,43,82,89,56,79,77,43,0.991,99,Habit driven,food,Email
U0553,46,50,40,39,4,75,65,0.94,94,Early adopter,transport,In-app card
U0554,64,55,55,79,46,63,30,0.981,98,Time constrained,food,Push reminder
U0555,74,33,29,0,36,74,55,0.935,94,High climate awareness,electricity,WhatsApp
U0556,63,43,29,36,40,79,56,0.958,96,Early adopter,waste,Email
U0557,52,75,4,37,51,70,50,0.954,95,Price sensitive,transport,Push reminder
U0558,43,70,62,57,66,40,37,0.974,97,Price sensitive,transport,App notification
U0559,78,62,46,35,75,24,53,0.979,98,High climate awareness,transport,WhatsApp
U0560,87,5,47,54,30,65,43,0.96,96,High climate awareness,food,WhatsApp
U0561,75,67,23,47,42,75,19,0.97,97,High climate awareness,electricity,Email
U0562,61,81,53,54,43,56,67,0.984,98,Price sensitive,food,Push reminder
U0563,55,31,17,37,68,46,62,0.936,94,Low awareness,shopping,WhatsApp
U0564,52,58,65,41,39,23,58,0.963,96,Habit driven,transport,Email
U0565,44,50,91,50,37,50,19,0.965,97,Habit driven,transport,App notification
U0566,37,29,50,52,51,67,32,0.937,94,Early adopter,transport,Email
U0567,37,62,89,16,43,64,42,0.964,96,Habit driven,transport,In-app card
U0568,45,51,52,72,57,54,64,0.975,98,Time constrained,transport,App notification
U0569,76,46,63,43,21,68,77,0.98,98,High climate awareness,food,In-app card
U0570,45,92,79,53,15,47,26,0.975,97,Price sensitive,food,WhatsApp
U0571,90,52,18,65,62,34,47,0.978,98,High climate awareness,food,In-app card
U0572,88,40,9,43,20,62,48,0.952,95,High climate awareness,food,In-app card
U0573,44,72,65,84,25,24,82,0.98,98,Time constrained,food,Push reminder
U0574,55,48,63,7,59,80,62,0.968,97,Early adopter,electricity,WhatsApp
U0575,56,66,83,0,68,43,46,0.972,97,Habit driven,transport,In-app card
U0576,96,77,57,19,46,52,23,0.983,98,High climate awareness,transport,Push reminder
U0577,77,46,41,38,45,70,35,0.969,97,High climate awareness,transport,Push reminder
U0578,57,28,68,73,64,63,47,0.978,98,Time constrained,waste,App notification
U0579,29,27,61,37,22,31,60,0.894,89,Habit driven,transport,In-app card
U0580,60,62,32,71,43,25,44,0.965,96,Time constrained,waste,Push reminder
U0581,82,48,21,57,55,59,57,0.976,98,High climate awareness,transport,App notification
U0582,71,35,80,71,27,89,51,0.985,99,Early adopter,transport,In-app card
U0583,82,49,0,64,35,79,81,0.975,98,High climate awareness,transport,App notification
U0584,76,45,73,25,78,53,54,0.983,98,Low awareness,electricity,In-app card
U0585,75,25,36,43,34,79,37,0.955,96,Early adopter,electricity,Email
U0586,39,35,56,74,53,27,61,0.957,96,Time constrained,food,Push reminder
U0587,47,77,35,25,11,46,51,0.935,94,Price sensitive,shopping,WhatsApp
U0588,80,55,46,68,54,41,37,0.981,98,High climate awareness,transport,WhatsApp
U0589,19,62,71,19,31,78,38,0.935,94,Early adopter,transport,App notification
U0590,62,69,29,25,39,28,57,0.95,95,Price sensitive,electricity,WhatsApp
U0591,68,49,58,53,34,83,50,0.979,98,Early adopter,transport,Push reminder
U0592,75,28,47,30,32,88,51,0.963,96,Early adopter,electricity,Email
U0593,31,37,23,38,59,45,55,0.904,90,Low awareness,shopping,In-app card
U0594,14,55,39,51,36,52,58,0.917,92,Price sensitive,food,App notification
U0595,84,79,60,69,39,84,33,0.991,99,High climate awareness,transport,WhatsApp
U0596,49,20,1,70,14,65,22,0.866,87,Time constrained,food,Push reminder
U0597,42,52,70,35,74,38,24,0.959,96,Low awareness,shopping,App notification
U0598,55,55,26,35,77,52,9,0.946,95,Low awareness,food,In-app card
U0599,26,46,62,48,75,38,27,0.944,94,Low awareness,transport,In-app card
U0600,59,54,62,45,47,52,28,0.968,97,Habit driven,food,Push reminder
U0601,55,83,61,53,46,47,81,0.985,99,Price sensitive,food,Push reminder
U0602,88,67,13,31,64,90,95,0.987,99,Early adopter,transport,In-app card
U0603,58,37,7,51,75,75,49,0.956,96,Low awareness,food,WhatsApp
U0604,43,6,52,67,19,76,41,0.925,92,Early adopter,transport,App notification
U0605,64,36,23,15,63,47,53,0.934,93,High climate awareness,transport,WhatsApp
U0606,59,59,68,77,29,67,3,0.976,98,Time constrained,food,WhatsApp
U0607,73,48,25,33,39,59,67,0.962,96,High climate awareness,transport,Email
U0608,54,49,43,26,57,85,22,0.955,95,Early adopter,transport,Push reminder
U0609,66,80,43,14,24,75,61,0.971,97,Price sensitive,transport,Push reminder
U0610,86,68,42,53,51,53,37,0.984,98,High climate awareness,food,App notification
U0611,26,5,33,64,76,49,36,0.897,90,Low awareness,transport,App notification
U0612,78,87,7,22,12,59,38,0.954,95,Price sensitive,electricity,Push reminder
U0613,64,22,44,1,84,52,20,0.928,93,Low awareness,electricity,App notification
U0614,71,81,46,33,63,73,50,0.985,99,Price sensitive,food,App notification
U0615,72,14,75,30,77,46,54,0.972,97,Low awareness,transport,App notification
U0616,58,42,55,72,85,74,23,0.981,98,Low awareness,transport,In-app card
U0617,32,67,47,73,60,59,89,0.979,98,Time constrained,electricity,Push reminder
U0618,45,32,39,6,43,76,67,0.922,92,Early adopter,food,WhatsApp
U0619,51,54,70,28,55,52,23,0.961,96,Habit driven,food,Push reminder
U0620,59,54,25,80,54,54,21,0.966,97,Time constrained,food,Push reminder
U0621,83,29,81,33,36,59,55,0.978,98,High climate awareness,food,WhatsApp
U0622,62,73,25,79,67,69,27,0.981,98,Time constrained,food,Push reminder
U0623,63,72,37,35,36,50,45,0.964,96,Price sensitive,transport,App notification
U0624,74,85,16,77,63,42,41,0.984,98,Price sensitive,food,App notification
U0625,63,65,28,6,53,98,33,0.96,96,Early adopter,transport,App notification
U0626,86,21,61,30,42,39,43,0.962,96,High climate awareness,transport,Email
U0627,40,44,0,0,56,85,98,0.916,92,Early adopter,transport,Push reminder
U0628,22,65,13,22,67,65,29,0.899,90,Low awareness,waste,In-app card
U0629,27,85,0,44,68,51,16,0.921,92,Price sensitive,food,App notification
U0630,49,61,73,32,74,57,54,0.979,98,Low awareness,transport,App notification
U0631,55,62,56,57,50,5,59,0.968,97,Price sensitive,food,Email
U0632,14,88,54,34,78,70,50,0.968,97,Price sensitive,shopping,Email
U0633,65,47,17,65,48,24,58,0.955,96,High climate awareness,electricity,WhatsApp
U0634,62,31,5,72,48,42,33,0.932,93,Time constrained,transport,Push reminder
U0635,81,64,69,47,33,95,40,0.988,99,Early adopter,shopping,Push reminder
U0636,72,76,45,15,36,73,58,0.976,98,Price sensitive,transport,In-app card
U0637,81,83,22,56,98,66,12,0.987,99,Low awareness,transport,Push reminder
U0638,52,98,40,73,30,52,43,0.98,98,Price sensitive,transport,WhatsApp
U0639,93,98,50,57,17,65,48,0.991,99,Price sensitive,electricity,App notification
U0640,27,35,71,24,40,61,40,0.921,92,Habit driven,shopping,Push reminder
U0641,70,58,11,24,33,50,50,0.939,94,High climate awareness,shopping,Push reminder
U0642,63,7,67,39,27,79,5,0.932,93,Early adopter,shopping,App notification
U0643,29,97,48,24,52,56,48,0.963,96,Price sensitive,transport,Push reminder
U0644,64,51,26,15,76,72,68,0.967,97,Low awareness,transport,Push reminder
U0645,58,59,41,69,43,40,58,0.972,97,Time constrained,waste,App notification
U0646,70,43,40,34,75,60,51,0.972,97,Low awareness,electricity,Push reminder
U0647,37,38,87,50,37,59,40,0.96,96,Habit driven,food,In-app card
U0648,66,89,22,60,60,55,43,0.981,98,Price sensitive,transport,App notification
U0649,74,71,13,85,72,54,32,0.983,98,Time constrained,transport,App notification
U0650,77,64,60,55,74,77,37,0.99,99,High climate awareness,transport,Push reminder
U0651,47,62,95,38,57,77,39,0.983,98,Habit driven,transport,Push reminder
U0652,72,55,72,19,96,53,58,0.986,99,Low awareness,electricity,Email
U0653,58,49,56,22,44,54,59,0.96,96,High climate awareness,transport,Push reminder
U0654,51,61,49,45,89,71,86,0.985,99,Low awareness,transport,In-app card
U0655,56,54,33,49,43,50,9,0.942,94,High climate awareness,food,In-app card
U0656,84,53,59,43,58,39,71,0.985,98,High climate awareness,transport,App notification
U0657,51,73,12,23,57,56,57,0.949,95,Price sensitive,electricity,WhatsApp
U0658,67,46,36,70,19,71,25,0.962,96,Early adopter,waste,App notification
U0659,77,55,14,57,35,76,27,0.965,97,High climate awareness,food,Push reminder
U0660,47,82,45,31,55,30,97,0.974,97,Price sensitive,food,Push reminder
U0661,38,78,48,26,12,24,43,0.922,92,Price sensitive,transport,In-app card
U0662,91,76,15,15,30,65,46,0.969,97,High climate awareness,transport,App notification
U0663,56,44,48,62,47,46,67,0.97,97,Time constrained,shopping,Email
U0664,56,76,72,70,38,48,65,0.987,99,Price sensitive,transport,In-app card
U0665,56,54,29,75,70,57,35,0.973,97,Time constrained,food,App notification
U0666,64,37,17,43,67,61,43,0.952,95,Low awareness,electricity,Email
U0667,37,29,83,44,18,70,57,0.951,95,Habit driven,waste,Email
U0668,46,67,44,35,76,79,25,0.969,97,Early adopter,transport,In-app card
U0669,64,92,75,20,81,78,27,0.989,99,Price sensitive,shopping,In-app card
U0670,38,69,98,74,53,54,54,0.987,99,Habit driven,transport,WhatsApp
U0671,40,63,37,56,52,39,52,0.956,96,Price sensitive,transport,Push reminder
U0672,45,88,26,30,29,37,48,0.943,94,Price sensitive,transport,Email
U0673,35,51,54,31,5,86,53,0.934,93,Early adopter,transport,Push reminder
U0674,72,73,67,48,22,68,53,0.984,98,Price sensitive,electricity,App notification
U0675,48,53,36,82,63,68,72,0.98,98,Time constrained,transport,In-app card
U0676,50,69,58,52,27,76,46,0.974,97,Early adopter,transport,App notification
U0677,68,38,88,47,41,72,65,0.984,98,Habit driven,transport,In-app card
U0678,78,48,44,0,40,50,57,0.955,95,High climate awareness,transport,App notification
U0679,48,22,50,35,35,61,12,0.904,90,Early adopter,shopping,App notification
U0680,69,51,39,64,39,65,45,0.974,97,High climate awareness,transport,In-app card
U0681,98,90,67,43,41,33,56,0.992,99,High climate awareness,transport,Email
U0682,71,85,34,61,54,67,31,0.984,98,Price sensitive,transport,Push reminder
U0683,54,33,18,54,39,41,23,0.907,91,High climate awareness,food,WhatsApp
U0684,59,5,55,53,48,61,42,0.946,95,Early adopter,transport,Push reminder
U0685,62,59,73,78,80,44,63,0.99,99,Low awareness,transport,In-app card
U0686,42,47,21,8,59,60,48,0.908,91,Early adopter,waste,WhatsApp
U0687,74,40,28,42,92,85,69,0.983,98,Low awareness,transport,App notification
U0688,33,57,63,92,16,74,69,0.976,98,Time constrained,shopping,Push reminder
U0689,66,27,50,52,53,46,31,0.957,96,High climate awareness,transport,In-app card
U0690,46,52,48,66,26,34,40,0.949,95,Time constrained,transport,WhatsApp
U0691,25,69,69,48,12,62,32,0.945,95,Price sensitive,food,App notification
U0692,71,80,38,46,83,98,69,0.992,99,Early adopter,transport,WhatsApp
U0693,51,69,26,49,56,67,27,0.962,96,Price sensitive,transport,Push reminder
U0694,62,90,34,48,13,65,52,0.974,97,Price sensitive,transport,Push reminder
U0695,60,78,25,76,54,58,19,0.976,98,Price sensitive,food,App notification
U0696,45,74,51,7,65,56,47,0.96,96,Price sensitive,transport,Email
U0697,76,61,7,27,69,57,20,0.955,96,High climate awareness,transport,In-app card
U0698,45,98,57,35,67,54,37,0.98,98,Price sensitive,electricity,In-app card
U0699,63,83,71,62,69,83,62,0.993,99,Price sensitive,food,Email
U0700,82,38,36,40,53,48,49,0.968,97,High climate awareness,food,Email
U0701,67,47,7,55,56,63,60,0.963,96,High climate awareness,transport,In-app card
U0702,63,40,60,63,28,77,42,0.973,97,Early adopter,transport,Push reminder
U0703,69,65,37,67,74,49,44,0.983,98,Low awareness,electricity,App notification
U0704,81,21,13,39,53,41,51,0.94,94,High climate awareness,waste,App notification
U0705,44,46,72,33,42,62,69,0.966,97,Habit driven,transport,WhatsApp
U0706,68,71,70,41,59,75,51,0.988,99,Early adopter,electricity,WhatsApp
U0707,81,73,2,32,17,47,40,0.947,95,High climate awareness,transport,Push reminder
U0708,83,41,38,12,78,91,45,0.976,98,Early adopter,waste,App notification
U0709,31,42,96,85,15,36,57,0.968,97,Habit driven,food,App notification
U0710,58,54,67,85,57,35,50,0.983,98,Time constrained,food,In-app card
U0711,47,63,59,41,75,48,67,0.978,98,Low awareness,food,In-app card
U0712,64,63,21,9,31,58,56,0.94,94,High climate awareness,food,In-app card
U0713,51,64,35,43,72,78,66,0.977,98,Early adopter,transport,Email
U0714,32,65,11,41,41,64,71,0.934,93,Price sensitive,transport,In-app card
U0715,82,54,25,26,59,40,38,0.962,96,High climate awareness,electricity,App notification
U0716,38,68,37,0,82,80,7,0.938,94,Low awareness,waste,App notification
U0717,71,85,40,45,43,70,68,0.986,99,Price sensitive,transport,App notification
U0718,36,40,47,49,58,56,30,0.939,94,Low awareness,transport,App notification
