Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Finland,FIN,2011,5379272,1580,3921,623,2876
Finland,FIN,2012,5397509,5419,7479,709,2855
Finland,FIN,2013,5423010,4447,6544,310,4661
Finland,FIN,2014,5447885,4003,4952,929,3743
Finland,FIN,2015,5464944,2286,6110,2110,4081
Finland,FIN,2016,5479013,4566,7202,1926,2596
Finland,FIN,2017,5497183,2648,3679,504,4200
Finland,FIN,2018,5501300,2445,3915,3615,4250
Finland,FIN,2019,5510456,1741,3889,3251,2269
Finland,FIN,2020,5523517,1487,2422,453,1664
Finland,FIN,2021,5530269,2051,6143,1371,1183
Finland,FIN,2022,5537442,3766,8843,167,5888
Finland,FIN,2023,5556266,2825,11397,2531,10892
France,FRA,1970,48054623,1560215,2236308,104015,52007
France,FRA,1975,51734732,756040,1134060,162009,216011
France,FRA,1979,53715315,439839,549799,109959,164940
France,FRA,1984,55142656,394682,563831,56383,225532
France,FRA,1990,57736663,174783,233044,0,116522
France,FRA,1996,59037450,239018,298772,59755,119509
France,FRA,1997,59308415,239873,299840,59968,59968
France,FRA,1998,59648968,240763,240762,0,60191
France,FRA,1999,59957466,242008,181506,60502,60502
France,FRA,2000,60431311,182756,182756,60918,60919
France,FRA,2001,60996190,122728,184094,0,61364
France,FRA,2002,61626708,61812,61812,0,61812
France,FRA,2003,61817133,139530,168247,17577,107369
France,FRA,2004,62452166,45297,138423,26697,45005
France,FRA,2005,62789257,175716,182461,0,33422
France,FRA,2006,63326196,159829,101645,16047,18627
France,FRA,2007,63895947,26258,63341,19650,11692
France,FRA,2008,64242165,50643,66828,9241,6239
France,FRA,2009,64399349,42913,186852,7482,69840
France,FRA,2010,64726612,62926,146125,32042,58507
France,FRA,2011,65071033,116855,111079,18237,23628
France,FRA,2012,65336649,94253,161706,25032,40020
France,FRA,2013,65816978,43702,52248,30471,54533
France,FRA,2014,66119649,61853,102926,8289,19351
France,FRA,2015,66251333,55956,100936,43429,96618
France,FRA,2016,66487363,46651,108088,38826,43176
France,FRA,2017,66755579,83194,57995,8883,12369
France,FRA,2018,67010972,51529,47301,34334,14216
France,FRA,2019,66959827,143386,200868,43316,34667
France,FRA,2020,67214339,89192,152598,67312,77671
France,FRA,2021,67333364,110039,273572,77959,47874
France,FRA,2022,67787325,156514,164266,38948,37403
France,FRA,2023,68064550,112738,137385,9943,47672
Gabon,GAB,2005,484631,145438,536913,162234,134279
Gabon,GAB,2017,1231461,216449,536216,90586,82188
Gambia,GMB,1998,36433,15285,130694,120443,1074132
Gambia,GMB,2003,109802,53173,324156,225755,877398
Gambia,GMB,2010,197153,91685,621559,359828,660977
Gambia,GMB,2015,302021,175107,920453,461883,383430
Gambia,GMB,2020,343888,205014,957369,459714,554570
Georgia,GEO,1996,1299224,499252,1673967,470909,548347
Georgia,GEO,1997,596256,295588,1515513,713856,1228700
Georgia,GEO,1998,554340,299145,1553405,699419,1137298
Georgia,GEO,1999,411832,227789,1389903,767805,1359863
Georgia,GEO,2000,378684,191759,1313645,764655,1428388
Georgia,GEO,2001,321324,174035,1227591,817152,1474271
Georgia,GEO,2002,563684,281858,1555019,690830,887124
Georgia,GEO,2003,572556,284460,1511069,703010,880641
Georgia,GEO,2004,602994,300284,1565694,636051,822317
Georgia,GEO,2005,589817,295873,1488224,657281,871274
Georgia,GEO,2006,556730,279327,1491068,681049,872173
Georgia,GEO,2007,519959,258086,1456384,703355,922374
Georgia,GEO,2008,622932,278669,1482033,631160,833655
Georgia,GEO,2009,606596,282869,1456359,661889,806706
Georgia,GEO,2010,599250,284880,1405711,602518,894336
Georgia,GEO,2011,637691,277279,1442166,586993,812312
Georgia,GEO,2012,737912,303898,1417194,569507,700363
Georgia,GEO,2013,897867,343608,1397661,524989,553543
Georgia,GEO,2014,947063,361495,1477244,485961,447651
Georgia,GEO,2015,997569,378791,1461147,492761,395008
Georgia,GEO,2016,976105,366332,1519894,474856,390318
Georgia,GEO,2017,1043261,391448,1421475,459303,412517
Georgia,GEO,2018,1025678,389622,1476586,425074,409589
Georgia,GEO,2019,1005126,391722,1510133,452224,360956
Georgia,GEO,2020,838675,413959,1531112,493125,445845
Georgia,GEO,2021,879950,431955,1570188,426357,400160
Georgia,GEO,2022,1168205,443346,1438480,375373,287098
Georgia,GEO,2023,1404142,488130,1302252,304469,216490
Georgia,GEO,2024,1536407,475018,1280989,250679,156464
Germany,DEU,1991,79693840,80014,160028,0,80014
Germany,DEU,1992,80221477,161249,80625,80624,80625
Germany,DEU,1993,80912891,81156,81157,0,81156
Germany,DEU,1994,80705407,162877,325753,81438,162877
Germany,DEU,1995,81024624,163356,326712,0,163356
Germany,DEU,1996,81505258,81915,163829,81915,81915
Germany,DEU,1997,81624594,82035,246104,0,82035
Germany,DEU,1998,81719003,82047,82048,82047,82047
Germany,DEU,1999,81689739,164200,164201,0,82100
Germany,DEU,2000,81882658,82211,164423,0,82212
Germany,DEU,2001,82020528,82350,164700,0,82350
Germany,DEU,2002,81993565,247466,164977,0,82488
Germany,DEU,2003,82121505,82534,165069,82534,82534
Germany,DEU,2004,82103675,82516,247549,0,82516
Germany,DEU,2005,82057077,164939,164939,0,82469
Germany,DEU,2006,82129319,82376,82377,82376,0
Germany,DEU,2007,82019569,82266,82267,0,82266
Germany,DEU,2008,81863766,82110,82110,0,82110
Germany,DEU,2009,81492792,163805,163805,0,81902
Germany,DEU,2010,81449820,81777,81777,81777,81777
Germany,DEU,2011,80034159,80275,80275,0,80275
Germany,DEU,2012,80184547,80425,80426,0,80426
Germany,DEU,2013,80403671,80646,80645,0,80646
Germany,DEU,2014,80577584,80982,242948,0,80982
Germany,DEU,2015,81359862,163373,81686,0,81687
Germany,DEU,2016,82101626,82349,82348,0,82349
Germany,DEU,2017,82161058,82657,247971,0,165314
Germany,DEU,2018,82574161,82906,165811,0,82906
Germany,DEU,2019,82594402,166186,166186,0,166186
Germany,DEU,2020,82329263,249483,249482,83161,249483
Germany,DEU,2021,82031335,166392,415980,83197,499176
Germany,DEU,2022,81514260,332711,582245,166355,582245
Ghana,GHA,1987,132191,102396,1188123,1727440,11312688
Ghana,GHA,1988,169115,110867,1266068,1798168,11477472
Ghana,GHA,1991,173770,95722,1289646,1598116,12920314
Ghana,GHA,1998,441197,295802,3053706,2713771,12266690
Ghana,GHA,2005,901172,442698,3980342,3611394,13909978
Ghana,GHA,2012,2513591,1208455,7239260,4910977,11383525
Ghana,GHA,2016,2965456,1400845,8677725,5154002,11647424
Greece,GRC,1995,9516500,433048,454173,31686,126746
Greece,GRC,2000,10211489,237727,291757,32418,32417
Greece,GRC,2002,10444137,141726,250747,21804,43608
Greece,GRC,2003,10582088,101359,164618,18893,61112
Greece,GRC,2004,10559249,157002,127173,11777,99940
Greece,GRC,2005,10635705,87018,198003,17469,49119
Greece,GRC,2006,10602826,121870,193065,30613,71988
Greece,GRC,2007,10729357,94026,138324,18554,68212
Greece,GRC,2008,10762657,117146,138142,19457,40439
Greece,GRC,2009,10760978,102418,168240,4440,70941
Greece,GRC,2010,10644530,116899,206525,34757,118630
Greece,GRC,2011,10075866,316238,466366,83115,163314
Greece,GRC,2012,9629676,425009,645215,108798,236313
Greece,GRC,2013,9455820,381875,819241,141134,167141
Greece,GRC,2014,9455930,401740,664892,155518,214333
Greece,GRC,2015,9381786,443354,658398,122916,214429
Greece,GRC,2016,9505727,412393,625935,81914,150002
Greece,GRC,2017,9657045,358694,559704,63974,115262
Greece,GRC,2018,9854340,333347,511967,16069,17159
Greece,GRC,2019,9938369,264694,370883,43348,104288
Greece,GRC,2020,9889861,266817,371738,52891,117292
Greece,GRC,2021,9960927,226779,256045,51321,74135
Greece,GRC,2022,9874330,184161,268924,44345,65122
Greece,GRC,2023,9841121,236551,244745,23085,61849
Grenada,GRD,2018,81749,11331,19308,2518,889
Guatemala,GTM,1986,1045135,345432,1836738,1078360,3877987
Guatemala,GTM,1989,2095600,508719,2107974,980579,3082674
Guatemala,GTM,1998,5044250,899264,2764513,939586,1491532
Guatemala,GTM,2000,5901516,921380,3038250,807486,1028960
Guatemala,GTM,2006,7016224,979421,2938753,1027397,1405664
Guatemala,GTM,2014,7106483,1551331,4379296,1396171,1248444
Guatemala,GTM,2023,7767900,1780688,5383411,1441808,1751031
Guinea,GIN,1991,0,0,435718,477173,5784275
Guinea,GIN,1994,913266,361139,2071246,1258353,2757754
Guinea,GIN,2002,545104,247498,1988345,1556110,4386188
Guinea,GIN,2007,710668,371211,2493007,1833487,4253908
Guinea,GIN,2012,1089971,674188,4497600,2337946,2321876
Guinea,GIN,2018,1816094,1192778,6105589,2255738,1499361
Guinea-Bissau,GNB,1991,103273,38085,217339,130367,505575
Guinea-Bissau,GNB,1993,56492,26636,226228,190205,559184
Guinea-Bissau,GNB,2002,19472,11312,171565,207314,879644
Guinea-Bissau,GNB,2010,61121,19437,149252,150714,1185823
Guinea-Bissau,GNB,2018,120896,83220,584546,432792,720291
Guinea-Bissau,GNB,2021,97697,81896,614494,465135,834635
Guyana,GUY,1992,82328,41840,249432,127759,250079
Guyana,GUY,1998,275175,74575,249326,65160,99350
Haiti,HTI,2001,398371,147004,849039,710421,6351083
Haiti,HTI,2012,781668,243069,1451491,1038379,6555164
Honduras,HND,1989,612250,193190,1022935,617528,2395935
Honduras,HND,1990,551738,185026,1028470,641686,2573568
Honduras,HND,1991,682232,232587,1250534,843883,2114556
Honduras,HND,1992,788661,281228,1442105,835972,1923465
Honduras,HND,1993,1051776,361846,1515213,797221,1697193
Honduras,HND,1994,1148029,327086,1517015,749381,1837731
Honduras,HND,1995,1155637,271192,1511866,825256,1975686
Honduras,HND,1996,1048204,308974,1506554,787404,2252818
Honduras,HND,1997,1413463,415290,1794651,777257,1670793
Honduras,HND,1998,1505197,421499,1668426,625214,2014095
Honduras,HND,1999,1489485,376750,1755574,722729,2055925
Honduras,HND,2001,2247888,464376,1631864,620144,1793721
Honduras,HND,2002,1935900,438034,1762019,793773,2009133
Honduras,HND,2003,1775182,422623,1695109,805734,2420565
Honduras,HND,2004,1894029,451423,1712481,810946,2430115
Honduras,HND,2005,2105840,432732,1825782,770298,2343703
Honduras,HND,2006,2477058,527219,1821161,740567,2090827
Honduras,HND,2007,2708759,542343,2062243,796712,1724741
Honduras,HND,2008,2960763,594685,2014331,769791,1673017
Honduras,HND,2009,3195910,664225,2074099,776404,1479261
Honduras,HND,2010,3112160,608538,2173507,835438,1636235
Honduras,HND,2011,3069958,669819,2256492,829019,1715295
Honduras,HND,2012,2728606,670531,2240052,987013,2088874
Honduras,HND,2013,2967878,669778,2474575,928659,1848388
Honduras,HND,2014,3050526,740326,2455334,950387,1866549
Honduras,HND,2015,3138128,743479,2526287,988080,1841331
Honduras,HND,2016,3473282,725645,2379222,966623,1867608
Honduras,HND,2017,3403824,781173,2609020,940977,1853143
Honduras,HND,2018,3525725,758292,2628660,914505,1938028
Honduras,HND,2019,3815053,709797,2591482,959983,1867318
Honduras,HND,2023,4164160,801893,2846526,1020383,1811889
Honduras,HND,2024,4434805,1002796,2847097,839489,1701516
Honduras (urban),,1986,133773,48322,298628,211981,1015988
Hungary,HUN,1987,10430520,182221,0,0,0
Hungary,HUN,1989,4472025,1889855,4097513,22326,0
Hungary,HUN,1991,9004111,425310,622404,103734,217841
Hungary,HUN,1993,8088293,1080601,1188629,0,0
Hungary,HUN,1994,7933353,910216,1168799,134463,196524
Hungary,HUN,1999,7596247,1044228,1453730,81900,61425
Hungary,HUN,2004,8523826,628972,895433,32317,26598
Hungary,HUN,2005,8414941,620310,873460,75438,102916
Hungary,HUN,2006,8900682,460659,666660,23232,20137
Hungary,HUN,2007,8788778,573516,637444,31376,24666
Hungary,HUN,2008,8842537,522413,640802,23428,9008
Hungary,HUN,2009,8697114,552870,738275,23092,11299
Hungary,HUN,2010,8601411,498871,854869,28184,16688
Hungary,HUN,2011,8602806,496619,803673,51610,17019
Hungary,HUN,2012,8214663,559656,1002424,96415,47204
Hungary,HUN,2013,8246907,583303,922188,74833,45503
Hungary,HUN,2014,8424454,594124,677906,40052,96502
Hungary,HUN,2015,8554934,619895,472082,55901,94943
Hungary,HUN,2016,9014948,327798,216676,46785,153548
Hungary,HUN,2017,8988997,256320,309542,82610,89287
Iceland,ISL,2003,287576,831,845,160,109
Iceland,ISL,2004,290408,387,782,0,497
Iceland,ISL,2005,295075,981,266,302,110
Iceland,ISL,2006,302136,251,550,285,560
Iceland,ISL,2007,310532,145,479,159,251
Iceland,ISL,2008,316429,349,443,0,193
Iceland,ISL,2009,316969,578,642,0,310
Iceland,ISL,2010,315760,490,1083,233,475
Iceland,ISL,2011,316219,306,1801,87,601
Iceland,ISL,2012,318687,638,1026,257,108
Iceland,ISL,2013,322890,328,260,0,286
Iceland,ISL,2014,326286,468,458,174,0
Iceland,ISL,2015,329984,214,503,0,114
Iceland,ISL,2016,334696,87,388,268,0
Iceland,ISL,2017,342900,263,175,62,0
Iceland,ISL,2018,349998,563,1104,110,946
Iceland,ISL,2019,358345,942,799,189,288
India,IND,1977,10285703,6469232,94258946,150233367,387017392
India,IND,1983,11224692,9562779,141516858,199988039,375080304
India,IND,1987,14274961,10104695,149608085,220515870,423633541
India,IND,1993,12532652,12661371,196565853,267513488,442367724
India,IND,2004,23635886,18273906,250002409,321709955,531711732
India,IND,2009,34226430,27936557,356868733,388634835,426836613
India,IND,2011,54890990,40547941,442026882,388013952,344469931
India,IND,2022,142203493,114816191,833419289,267075870,75243301
Indonesia,IDN,1984,556333,668643,8160563,13066947,140798634
Indonesia,IDN,1987,678854,662068,8106611,13442923,150620696
Indonesia,IDN,1990,1506424,1254807,14674354,21859582,144205937
Indonesia,IDN,1993,1976637,1275012,15961591,23307381,150784547
Indonesia,IDN,1996,3929556,2424129,25948427,32426464,138475776
Indonesia,IDN,1998,1079724,834957,13271232,20836331,173804540
Indonesia,IDN,1999,2552887,1917856,27199192,40305368,141029369
Indonesia,IDN,2000,3106936,2080114,28640866,40335938,141913938
Indonesia,IDN,2001,4111471,2835647,32631899,43078988,136439899
Indonesia,IDN,2002,6959539,4469353,48372256,58263121,104024227
Indonesia,IDN,2003,5814794,4474222,54239572,58013172,102506240
Indonesia,IDN,2004,6961557,4954152,52637636,59861801,103511510
Indonesia,IDN,2005,7451208,5042823,60017861,63485817,94873939
Indonesia,IDN,2006,6204038,4908181,54810343,58471304,109557782
Indonesia,IDN,2007,10791475,6655845,63176208,59058134,97380674
Indonesia,IDN,2008,11080231,7205045,69560655,61039689,91272284
Indonesia,IDN,2009,11694780,7473095,68788211,63140119,92123827
Indonesia,IDN,2010,16960672,10392653,79223279,55731643,83997081
Indonesia,IDN,2011,23697058,11667663,80501502,55729099,77874710
Indonesia,IDN,2012,26188927,12356539,87983827,59006357,67162878
Indonesia,IDN,2013,31636984,12945630,84111471,57652088,69506291
Indonesia,IDN,2014,32108453,14402113,88855215,57080781,66430830
Indonesia,IDN,2015,32205153,15063507,100812986,57205345,56512257
Indonesia,IDN,2016,39518128,19949925,102679836,54723189,47756346
Indonesia,IDN,2017,47659278,21448776,107116149,51670796,39451657
Indonesia,IDN,2018,53886807,23800895,110599512,48010718,33653908
Indonesia,IDN,2019,55430125,25230142,114840685,47422749,29565675
Indonesia,IDN,2020,58646742,25478781,118228943,45397275,27063139
Indonesia,IDN,2021,61327685,25804960,122759712,43162928,23702763
Indonesia,IDN,2022,57734078,25001721,129965927,44230471,21898331
Indonesia,IDN,2023,59388518,25959039,134140205,42817124,18885194
Indonesia,IDN,2024,62501467,27883806,137103014,40708144,15291505
Indonesia,IDN,2025,68735520,30835461,139282001,35338526,11529740
Iran,IRN,1986,12904726,4004047,16523439,6793450,11220382
Iran,IRN,1990,12587333,4613193,20317441,8244436,12617689
Iran,IRN,1994,16812963,5507943,21522366,7981066,9696262
Iran,IRN,1998,19979863,5777109,21227035,7755932,9779921
Iran,IRN,2005,37967294,7024410,19456096,4518059,3222381
Iran,IRN,2006,38650454,6865933,19856861,5012281,3285495
Iran,IRN,2009,41314505,7085581,20232796,4262363,3784075
Iran,IRN,2011,39031256,9507292,24407857,3889267,1774928
Iran,IRN,2012,39954846,10064246,24606655,3578169,1406812
Iran,IRN,2013,38051672,10520142,26550187,4008738,1534037
Iran,IRN,2014,36562197,10784672,27209173,4506415,2696567
Iran,IRN,2015,37917941,10615855,27410855,4468242,2480827
Iran,IRN,2016,38527642,10517837,27838261,4709004,2498824
Iran,IRN,2017,42013466,10319295,26076811,4593532,2274640
Iran,IRN,2018,39684425,10278126,28319449,5330624,2720112
Iran,IRN,2019,35212367,10637627,30844454,6779060,3732652
Iran,IRN,2020,35028516,10315759,31788964,6678331,4080246
Iran,IRN,2021,40029912,10736267,28978369,5667105,3289651
Iran,IRN,2022,43836732,10935740,27662491,4820282,2518427
Iran,IRN,2023,46530579,11557267,25897774,4584466,2259202
Iraq,IRQ,2006,14030221,4382963,9255826,594295,162039
Iraq,IRQ,2012,18120662,4767453,9712047,866505,188173
Iraq,IRQ,2023,25748778,6712347,11547509,817769,247645
Ireland,IRL,1987,2747084,290285,424807,31860,46021
Ireland,IRL,1994,3292384,161567,114893,7180,14362
Ireland,IRL,1995,3316525,151571,119092,7218,14435
Ireland,IRL,1996,3415622,130950,83663,0,7275
Ireland,IRL,2000,3740486,38052,15220,3806,7610
Ireland,IRL,2002,3841512,31456,35387,11796,11796
Ireland,IRL,2003,3940304,28051,18471,677,9018
Ireland,IRL,2004,4032222,10849,22954,779,3458
Ireland,IRL,2005,4124855,23244,4734,4473,2608
Ireland,IRL,2006,4220055,23416,8456,1491,20173
Ireland,IRL,2007,4367304,5160,16458,4331,5689
Ireland,IRL,2008,4438346,7117,27147,7923,9011
Ireland,IRL,2009,4432878,22351,42193,11758,26195
Ireland,IRL,2010,4445679,21936,47718,10674,34148
Ireland,IRL,2011,4465749,29171,43187,11142,30835
Ireland,IRL,2012,4505791,20235,39206,9558,24743
Ireland,IRL,2013,4513872,20104,41447,14130,34263
Ireland,IRL,2014,4578914,19600,30794,7685,20747
Ireland,IRL,2015,4647963,10718,18155,5006,20115
Ireland,IRL,2016,4703822,14489,18969,9238,16204
Ireland,IRL,2017,4792594,5923,12090,2160,14678
Ireland,IRL,2018,4891254,0,1933,0,4835
Ireland,IRL,2019,4962538,3084,6942,1088,2804
Ireland,IRL,2020,5017918,11055,632,943,9199
Ireland,IRL,2021,5095413,1056,6032,1382,6702
Ireland,IRL,2022,5192711,2144,7416,95,10470
Ireland,IRL,2023,5294450,3231,9485,0,4372
Israel,ISR,1979,2979582,310452,458106,26502,11358
Israel,ISR,1986,3396210,305229,541674,34392,21495
Israel,ISR,1992,4482625,271519,348364,10246,10246
Israel,ISR,1997,4978108,338488,449372,35016,35016
Israel,ISR,2001,5666320,334828,392779,19317,25756
Israel,ISR,2002,5472810,302220,663570,78840,52560
Israel,ISR,2003,5525692,408072,615452,80277,60207
Israel,ISR,2004,5556144,388113,694518,102135,68090
Israel,ISR,2005,5793564,297994,720730,55441,62371
Israel,ISR,2006,5896893,338578,705370,77591,35268
Israel,ISR,2007,6182066,323105,567228,64620,43081
Israel,ISR,2008,6278259,358131,555469,65779,51162
Israel,ISR,2009,6370246,344337,606334,97313,67370
Israel,ISR,2010,6548672,297321,670877,60988,45742
Israel,ISR,2011,6709651,349461,566904,116487,23297
Israel,ISR,2012,6961240,276867,545825,63284,63284
Israel,ISR,2013,7213253,298201,451332,48357,48357
Israel,ISR,2014,7385914,221824,492942,65726,49294
Israel,ISR,2015,7550470,259783,494426,33521,41900
Israel,ISR,2016,7811044,256380,393116,42730,42730
Israel,ISR,2017,8016236,226546,357245,52280,60993
Israel,ISR,2018,8287652,195422,310898,26648,62180
Israel,ISR,2019,8365896,217296,344052,45270,81486
Israel,ISR,2020,8560828,248808,304098,36860,64506
Israel,ISR,2021,8762259,206171,299885,46857,56228
Israel,ISR,2022,8917147,219823,334513,47787,38230
Italy,ITA,1977,51255157,1958440,2182261,391688,167866
Italy,ITA,1978,52617370,1123103,1796964,336931,280776
Italy,ITA,1979,52488141,1464262,1858485,225271,281589
Italy,ITA,1980,54176529,677206,1297980,169301,112868
Italy,ITA,1981,54411114,847525,960529,226006,56502
Italy,ITA,1982,55016872,678523,735066,56543,56544
Italy,ITA,1983,54527765,905026,905025,113128,113128
Italy,ITA,1984,54370228,961804,961804,169731,113153
Italy,ITA,1986,54162521,905539,1188519,113192,226385
Italy,ITA,1987,54111447,679223,1075437,113204,622621
Italy,ITA,1989,55878375,396703,283358,56672,56672
Italy,ITA,1991,55396316,340551,851377,0,170276
Italy,ITA,1993,53592406,681982,1477627,227328,852477
Italy,ITA,1995,53206268,1250575,1819018,170533,397910
Italy,ITA,1998,53492339,967415,1195042,284533,967415
Italy,ITA,2000,54379713,512479,1138842,170827,740247
Italy,ITA,2002,54806231,513808,685078,114180,970527
Italy,ITA,2003,55703055,376509,673824,139754,506042
Italy,ITA,2004,56410807,382580,490859,86697,457237
Italy,ITA,2005,56654865,301221,607926,139534,463134
Italy,ITA,2006,57051193,306736,489544,105779,446608
Italy,ITA,2007,57399462,269695,459853,164119,463119
Italy,ITA,2008,57652818,407044,524562,121920,504836
Italy,ITA,2009,57844598,390024,553266,124921,642647
Italy,ITA,2010,57584771,485823,787859,117229,843726
Italy,ITA,2011,57865164,497746,768845,135868,759217
Italy,ITA,2012,57742089,509797,838880,250851,849631
Italy,ITA,2013,57712726,534729,830107,261113,972937
Italy,ITA,2014,57639219,677252,897236,233067,873934
Italy,ITA,2015,57297912,493762,898479,304571,1234880
Italy,ITA,2016,57557015,440327,764384,284712,1068786
Italy,ITA,2017,57450587,471303,951641,203981,924740
Italy,ITA,2018,57705864,459706,718050,241523,1023513
Italy,ITA,2019,57588238,393394,999158,130086,618204
Italy,ITA,2020,57459475,571764,688052,198626,520935
Italy,ITA,2021,57792749,312311,456330,58729,513053
Italy,ITA,2022,57721341,335849,515690,36596,404192
Italy,ITA,2023,57492560,362064,518932,63742,546918
Jamaica,JAM,1988,704296,227752,817667,273166,322896
Jamaica,JAM,1990,642016,208952,906008,346056,276845
Jamaica,JAM,1993,335639,180191,1018601,412272,503213
Jamaica,JAM,1996,719978,284722,999629,311031,209103
Jamaica,JAM,1999,1137427,284676,825402,194116,148174
Jamaica,JAM,2002,1161835,247649,840637,221217,169234
Jamaica,JAM,2004,1232543,256441,862640,199263,121338
Jamaica,JAM,2018,2035348,268129,460381,44257,11982
Jamaica,JAM,2021,1940805,248427,503045,106048,39357
Japan,JPN,2008,122044039,1280630,2561260,768378,1408693
Japan,JPN,2009,122925120,1024376,2176799,896329,1024376
Japan,JPN,2010,124355970,1152630,1408770,384210,768420
Japan,JPN,2011,122975346,1533996,1789662,894831,639165
Japan,JPN,2012,123672501,893403,1021032,255258,1786806
Japan,JPN,2013,121964865,764670,3058680,509780,1147005
Japan,JPN,2014,124348652,763656,890932,381828,890932
Japan,JPN,2015,123962475,762846,1652833,254282,508564
Japan,JPN,2016,122882492,635380,2033216,635380,889532
Japan,JPN,2017,123797700,761832,888804,761832,761832
Japan,JPN,2018,121484938,1141299,2028976,887677,1268110
Japan,JPN,2019,120807882,1139697,2532660,506532,1646229
Japan,JPN,2020,121463082,631305,2146437,505044,1515132
Jordan,JOR,1986,2054242,292455,632063,0,0
Jordan,JOR,1992,1956939,439558,1292216,392048,46932
Jordan,JOR,1997,2239188,654907,1787848,364342,0
Jordan,JOR,2002,3108331,714625,1620200,177178,58613
Jordan,JOR,2006,4255291,774343,1344244,90733,18740
Jordan,JOR,2008,4664924,919697,1348308,72946,8293
Jordan,JOR,2010,5389926,827598,1056433,59453,7644
Kazakhstan,KAZ,1993,2914379,1583207,7639988,2607411,2529503
Kazakhstan,KAZ,1996,3487423,1519217,6472061,2537718,2399608
Kazakhstan,KAZ,2001,2279336,1241855,6093083,2740510,3220766
Kazakhstan,KAZ,2002,2528716,1295767,6483784,2811428,2536982
Kazakhstan,KAZ,2003,3050883,1508968,6665184,2590812,1931533
Kazakhstan,KAZ,2004,3332257,1695583,7287798,2336927,1197594
Kazakhstan,KAZ,2005,4237694,1395926,5688359,2320423,2325715
Kazakhstan,KAZ,2006,4922346,2216253,7518396,1062672,384049
Kazakhstan,KAZ,2007,6789241,2435661,6287420,573836,171056
Kazakhstan,KAZ,2008,6911182,2565332,6370092,450586,129333
Kazakhstan,KAZ,2009,6918162,2536484,6463554,572569,129077
Kazakhstan,KAZ,2010,7847069,2678270,5802877,420692,87902
Kazakhstan,KAZ,2011,10369083,2618541,3884707,154018,39653
Kazakhstan,KAZ,2012,10729166,2496503,3915110,140046,25281
Kazakhstan,KAZ,2013,11838880,2555145,3076043,73264,13170
Kazakhstan,KAZ,2014,11673597,2702467,3344950,82805,12465
Kazakhstan,KAZ,2015,11172143,2904914,3875314,112820,18977
Kazakhstan,KAZ,2016,10042974,2979158,5096244,214123,31101
Kazakhstan,KAZ,2017,11260417,2982467,4267646,119864,21538
Kazakhstan,KAZ,2018,12360074,3016580,3455329,89171,11574
Kazakhstan,KAZ,2019,12453145,3053367,3602196,85543,15305
Kazakhstan,KAZ,2020,12702298,3159853,3543375,69295,7295
Kazakhstan,KAZ,2021,13560519,3191366,2923325,60462,7932
Kenya,KEN,1992,4659976,1439053,6933396,3538627,7811408
Kenya,KEN,1994,2974842,1354027,8452459,4802842,8272960
Kenya,KEN,1997,3539330,1468633,8896356,5042428,9155021
Kenya,KEN,2005,3278291,1259351,9267063,6275041,16137598
Kenya,KEN,2015,4584840,2216478,13821739,9174844,17994903
Kenya,KEN,2020,3104176,1570596,13263095,11080499,23198970
Kenya,KEN,2021,3124541,1487817,12489801,11396786,24720223
Kenya,KEN,2022,3740375,1729514,13502207,11001777,25006571
Kiribati,KIR,2006,11824,5510,42712,18686,21285
Kiribati,KIR,2019,18614,12663,65835,19760,7637
Kiribati,KIR,2023,40581,23414,61779,6352,1239
Kosovo,OWID_KOS,2017,741500,162945,489283,124776,272515
Kosovo,OWID_KOS,2018,633903,179740,478413,132850,372180
Kosovo,OWID_KOS,2019,913409,191218,403437,78417,202410
Kosovo,OWID_KOS,2020,957860,136224,309852,85813,300402
Kosovo,OWID_KOS,2021,813715,132153,333182,60852,446177
Kosovo,OWID_KOS,2022,910368,181864,413084,86345,176435
Kyrgyzstan,KGZ,2000,44932,71612,720241,820195,3241382
Kyrgyzstan,KGZ,2001,57803,57007,877576,910963,3041724
Kyrgyzstan,KGZ,2002,69229,55658,920150,1045185,2900482
Kyrgyzstan,KGZ,2003,50180,95417,1045119,996177,2856415
Kyrgyzstan,KGZ,2004,482051,190034,1666390,1105184,1661054
Kyrgyzstan,KGZ,2005,258969,194166,1542760,1278606,1888139
Kyrgyzstan,KGZ,2006,618582,323860,1799681,1119304,1356946
Kyrgyzstan,KGZ,2007,534056,299801,2019294,1185318,1229916
Kyrgyzstan,KGZ,2008,604455,429982,2457090,1092558,734644
Kyrgyzstan,KGZ,2009,661181,410775,2629304,1159399,528984
Kyrgyzstan,KGZ,2010,579970,375221,2712098,1110905,688865
Kyrgyzstan,KGZ,2011,524581,389298,2863784,1250440,518484
Kyrgyzstan,KGZ,2012,473737,361495,2977927,1245118,593799
Kyrgyzstan,KGZ,2013,510782,351043,2765217,1371719,778389
Kyrgyzstan,KGZ,2014,526094,412219,3151353,1340132,476050
Kyrgyzstan,KGZ,2015,521917,376498,3053305,1424525,663791
Kyrgyzstan,KGZ,2016,603902,402864,3324161,1352070,492341
Kyrgyzstan,KGZ,2017,592534,448100,3344301,1405005,516756
Kyrgyzstan,KGZ,2018,746645,521683,3499708,1295295,380748
Kyrgyzstan,KGZ,2019,812602,579056,3668402,1205931,324220
Kyrgyzstan,KGZ,2020,732275,527451,3324765,1510832,631273
